bed_gs,talus_gs,lith,talus_dimensions,vert,depth,horiz,slope_distance,incline,bf_w,bluff_h,coord_n,coord_w
5.6,,,,,2.15,,,,25.53,20.48,35.939382,-93.304996
8,,,,,,,,,,,,
8,,,,,,,,,,,,
8,,,,,,,,,,,,
11,,,,,,,,,,,,
11,,,,,,,,,,,,
16,,,,,,,,,,,,
16,,,,,,,,,,,,
16,,,,,,,,,,,,
22.6,,,,,,,,,,,,
22.6,,,,,,,,,,,,
22.6,,,,,,,,,,,,
22.6,,,,,,,,,,,,
22.6,,,,,,,,,,,,
32,,,,,,,,,,,,
32,,,,,,,,,,,,
32,,,,,,,,,,,,
32,,,,,,,,,,,,
32,,,,,,,,,,,,
32,,,,,,,,,,,,
32,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
64,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
90,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
128,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
180,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
256,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
362,,,,,,,,,,,,
